Id,SalePrice
2017,200488.45
2018,119456.28
2019,135782.7
2020,101875.92
2021,105833.305
2022,191671.89
2023,150885.56
2024,233809.52
2025,350448.22
2026,186441.98
2027,160074.9
2028,150357.28
2029,174031.81
2030,284787.44
2031,226042.95
2032,267095.38
2033,265408.84
2034,169382.47
2035,231418.53
2036,188062.12
2037,193377.58
2038,304131.84
2039,227608.6
2040,334184.84
2041,278520.47
2042,211056.75
2043,176144.94
2044,163540.89
2045,221216.14
2046,136777.19
2047,147201.16
2048,136179.31
2049,128203.766
2050,180963.25
2051,99687.51
2052,120734.31
2053,145622.12
2054,76125.51
2055,159596.7
2056,139499.38
2057,117399.23
2058,215535.52
2059,139304.92
2060,166656.48
2061,164435.0
2062,129542.56
2063,123339.49
2064,150310.88
2065,115205.31
2066,158472.56
2067,115728.266
2068,146132.03
2069,78232.83
2070,114030.586
2071,94304.03
2072,130417.625
2073,140065.44
2074,184166.66
2075,138728.53
2076,124293.26
2077,150454.81
2078,132476.5
2079,137334.94
2080,122993.61
2081,122776.33
2082,134836.45
2083,147697.6
2084,113207.55
2085,127135.625
2086,108487.484
2087,122925.77
2088,93115.33
2089,75176.2
2090,128502.836
2091,120958.266
2092,137083.36
2093,130875.52
2094,111520.4
2095,155575.92
2096,68289.03
2097,95387.625
2098,141184.83
2099,48341.56
2100,107075.4
2101,106368.875
2102,115099.445
2103,106614.96
2104,132900.17
2105,121249.125
2106,90682.83
2107,225355.7
2108,122390.68
2109,119788.9
2110,122521.805
2111,133228.22
2112,148286.02
2113,126992.266
2114,121782.97
2115,164189.48
2116,114941.805
2117,156747.16
2118,121982.016
2119,107922.25
2120,128739.086
2121,91886.84
2122,116390.49
2123,87892.54
2124,166686.33
2125,116656.39
2126,156923.98
2127,169103.31
2128,113495.85
2129,107129.28
2130,148599.61
2131,149750.02
2132,120926.805
2133,126420.34
2134,133537.98
2135,99046.79
2136,73703.91
2137,108059.82
2138,127398.516
2139,157074.0
2140,129683.36
2141,140496.9
2142,131921.88
2143,142771.77
2144,126572.33
2145,142145.95
2146,163648.11
2147,139344.77
2148,141501.23
2149,138609.78
2150,241110.75
2151,108309.55
2152,170378.5
2153,163232.77
2154,113219.62
2155,145230.98
2156,267105.06
2157,228426.28
2158,236404.16
2159,206172.1
2160,172754.9
2161,245259.56
2162,368837.88
2163,362644.34
2164,246341.8
2165,193029.14
2166,148149.23
2167,209397.75
2168,213321.23
2169,198167.89
2170,221068.03
2171,144367.02
2172,141521.44
2173,177997.48
2174,234494.11
2175,292073.6
2176,309290.28
2177,254154.86
2178,203169.17
2179,145438.27
2180,212544.95
2181,210989.75
2182,235936.88
2183,200746.28
2184,112639.65
2185,124846.8
2186,149424.44
2187,158902.73
2188,162004.0
2189,326595.25
2190,86381.68
2191,76192.28
2192,91438.516
2193,115642.03
2194,109603.08
2195,111745.805
2196,100151.67
2197,120546.586
2198,157848.0
2199,173237.48
2200,144740.83
2201,147682.78
2202,215469.28
2203,144614.8
2204,208124.38
2205,134851.72
2206,150662.7
2207,234248.9
2208,271727.47
2209,251246.17
2210,120759.66
2211,116395.92
2212,119401.305
2213,110298.42
2214,136430.6
2215,104221.875
2216,148816.61
2217,95360.734
2218,59595.26
2219,64378.348
2220,69605.805
2221,365561.22
2222,272818.34
2223,303973.97
2224,200365.56
2225,122647.97
2226,182542.69
2227,183537.75
2228,270064.94
2229,231984.03
2230,164676.92
2231,213239.23
2232,176599.4
2233,163129.7
2234,226185.47
2235,214850.0
2236,249218.78
2237,344422.16
2238,197481.5
2239,107073.336
2240,164255.64
2241,186189.9
2242,128769.02
2243,127109.78
2244,105053.97
2245,103776.03
2246,142791.36
2247,113353.914
2248,126380.25
2249,126610.51
2250,137847.28
2251,163120.66
2252,171326.81
2253,150946.86
2254,165948.27
2255,180566.8
2256,176545.61
2257,205382.78
2258,169828.25
2259,176693.42
2260,190484.86
2261,202365.97
2262,210036.14
2263,369516.12
2264,484583.5
2265,189722.84
2266,341834.9
2267,377106.28
2268,426978.6
2269,143232.55
2270,183721.33
2271,212269.69
2272,183729.1
2273,166277.17
2274,177219.08
2275,174458.81
2276,191173.08
2277,190411.9
2278,148346.58
2279,139456.1
2280,121043.16
2281,167611.94
2282,183669.67
2283,112734.09
2284,117465.54
2285,132815.69
2286,122554.37
2287,372134.4
2288,288933.0
2289,389921.28
2290,462658.53
2291,314619.12
2292,461492.2
2293,456962.56
2294,437199.84
2295,446373.84
2296,250209.4
2297,359840.66
2298,345866.72
2299,415495.72
2300,351072.3
2301,289937.56
2302,237994.28
2303,258775.84
2304,234957.47
2305,185354.83
2306,181767.28
2307,190224.75
2308,228197.45
2309,285074.4
2310,234485.83
2311,178208.14
2312,169627.84
2313,177291.62
2314,170708.6
2315,169435.14
2316,189744.38
2317,182654.45
2318,178125.48
2319,183965.9
2320,194687.0
2321,241142.36
2322,172200.05
2323,184688.69
2324,176238.44
2325,217447.6
2326,170680.22
2327,210122.8
2328,227246.45
2329,184447.92
2330,173767.3
2331,354687.0
2332,427629.5
2333,321392.4
2334,267883.94
2335,255910.36
2336,315079.16
2337,202581.22
2338,263885.94
2339,227119.2
2340,392016.44
2341,212324.11
2342,234730.16
2343,220183.83
2344,218076.77
2345,239279.53
2346,215312.27
2347,187955.44
2348,239238.44
2349,193363.84
2350,274731.66
2351,262691.06
2352,278227.0
2353,285380.78
2354,138618.53
2355,149408.89
2356,152128.39
2357,197268.8
2358,201439.83
2359,127239.88
2360,112769.63
2361,140160.77
2362,252716.56
2363,147454.8
2364,146910.02
2365,207957.53
2366,190910.14
2367,229280.34
2368,216761.73
2369,225373.1
2370,171719.11
2371,170161.31
2372,184016.16
2373,279194.62
2374,324530.75
2375,247077.23
2376,270636.88
2377,352452.97
2378,143100.05
2379,205884.67
2380,146519.66
2381,151903.83
2382,188658.05
2383,208939.62
2384,249117.39
2385,162928.95
2386,129112.18
2387,137110.58
2388,83867.49
2389,126834.75
2390,160249.02
2391,147431.66
2392,118891.734
2393,168639.22
2394,147660.78
2395,199940.44
2396,151966.69
2397,213719.64
2398,124070.66
2399,50679.617
2400,57515.656
2401,116242.87
2402,131164.7
2403,129487.15
2404,148285.56
2405,166178.73
2406,135869.45
2407,122565.695
2408,145056.03
2409,124857.625
2410,170069.2
2411,118413.24
2412,147967.84
2413,131181.58
2414,155263.77
2415,126953.24
2416,129114.02
2417,136982.2
2418,138719.3
2419,121973.61
2420,126815.91
2421,137410.92
2422,117218.23
2423,128136.086
2424,134344.2
2425,227480.84
2426,135876.39
2427,133239.67
2428,183163.56
2429,117187.79
2430,132351.56
2431,106660.5
2432,142909.4
2433,141313.34
2434,140853.5
2435,153653.0
2436,105593.016
2437,118715.12
2438,128613.99
2439,99111.35
2440,121413.195
2441,86829.9
2442,87291.22
2443,124841.58
2444,131308.73
2445,76491.8
2446,131767.36
2447,180998.39
2448,134755.5
2449,111135.85
2450,149990.48
2451,128000.9
2452,206540.56
2453,85345.875
2454,135429.45
2455,118618.93
2456,130802.164
2457,125339.52
2458,130413.36
2459,117333.22
2460,135904.47
2461,127048.43
2462,136885.56
2463,124366.25
2464,190432.02
2465,136151.28
2466,133196.08
2467,131255.55
2468,82569.43
2469,79961.266
2470,189648.17
2471,211450.42
2472,165294.03
2473,119324.4
2474,98135.02
2475,228119.2
2476,108849.14
2477,121768.01
2478,159678.66
2479,99044.72
2480,163475.62
2481,124203.484
2482,124088.414
2483,117200.76
2484,122907.93
2485,134166.08
2486,161004.31
2487,193695.97
2488,157909.98
2489,144627.52
2490,154302.62
2491,86588.42
2492,177302.8
2493,147978.86
2494,147600.39
2495,89318.16
2496,265391.12
2497,149278.77
2498,106981.29
2499,90191.086
2500,122096.65
2501,146847.42
2502,143647.11
2503,98532.336
2504,186610.86
2505,229099.33
2506,252926.52
2507,288781.4
2508,253844.39
2509,230061.12
2510,228893.75
2511,179650.64
2512,209554.36
2513,202170.2
2514,255903.39
2515,150274.34
2516,170201.17
2517,144771.81
2518,151895.84
2519,231434.8
2520,207298.17
2521,178491.5
2522,214243.1
2523,116653.14
2524,144783.6
2525,153481.05
2526,139508.53
2527,122222.87
2528,126878.54
2529,144029.42
2530,113289.88
2531,237391.64
2532,220954.42
2533,197414.61
2534,223512.7
2535,315600.56
2536,248346.22
2537,234998.69
2538,176428.48
2539,179259.38
2540,176606.89
2541,183727.4
2542,169717.8
2543,121722.49
2544,128181.3
2545,142920.33
2546,139630.39
2547,135099.14
2548,147172.7
2549,167592.4
2550,235158.61
2551,140733.08
2552,131102.12
2553,69900.81
2554,110574.79
2555,119881.96
2556,106262.59
2557,110956.305
2558,176941.0
2559,143362.56
2560,155544.12
2561,150844.0
2562,138768.97
2563,150200.45
2564,195802.81
2565,144345.5
2566,189103.89
2567,130771.6
2568,189235.97
2569,217638.16
2570,115868.09
2571,199825.3
2572,156045.02
2573,232550.34
2574,278874.78
2575,133266.75
2576,122048.64
2577,166855.47
2578,80617.54
2579,67215.93
2580,117314.36
2581,103471.516
2582,98359.2
2583,304224.1
2584,168566.14
2585,199197.0
2586,206372.05
2587,188713.73
2588,136661.3
2589,149554.56
2590,200674.83
2591,229720.8
2592,214846.19
2593,265377.88
2594,180434.2
2595,212244.28
2596,298230.97
2597,180627.06
2598,297940.03
2599,315913.53
2600,153969.53
2601,149769.83
2602,79571.27
2603,94568.89
2604,93156.164
2605,74815.2
2606,144317.03
2607,187254.33
2608,192893.89
2609,159694.38
2610,114215.875
2611,128484.9
2612,143025.2
2613,128369.02
2614,130593.35
2615,146589.06
2616,138256.33
2617,176083.84
2618,235147.17
2619,203559.66
2620,186265.7
2621,167830.12
2622,182790.0
2623,254193.66
2624,333997.22
2625,308496.72
2626,179468.7
2627,171246.47
2628,520496.5
2629,551084.75
2630,413652.3
2631,509588.0
2632,469297.47
2633,337248.6
2634,436264.12
2635,155496.38
2636,180232.39
2637,177342.33
2638,259138.52
2639,195945.77
2640,159996.62
2641,103199.86
2642,193320.94
2643,104599.04
2644,126765.914
2645,113063.86
2646,99362.055
2647,103293.82
2648,134943.81
2649,150662.75
2650,130481.875
2651,150014.56
2652,405546.22
2653,274594.28
2654,255734.8
2655,402385.38
2656,318012.97
2657,309364.22
2658,284714.7
2659,334158.4
2660,401259.94
2661,358383.5
2662,345313.1
2663,271050.53
2664,278075.1
2665,344160.75
2666,294358.3
2667,148079.34
2668,172727.55
2669,170302.81
2670,280149.2
2671,179730.75
2672,188498.62
2673,207985.98
2674,198244.56
2675,172364.33
2676,182733.4
2677,194366.62
2678,248510.81
2679,270419.6
2680,307247.66
2681,430230.12
2682,324468.94
2683,561271.8
2684,334066.8
2685,318316.72
2686,243886.92
2687,312789.97
2688,214500.53
2689,213522.67
2690,454403.72
2691,189059.11
2692,150708.4
2693,193476.66
2694,131268.48
2695,197672.17
2696,186881.9
2697,186024.53
2698,180263.7
2699,166350.52
2700,158044.78
2701,147695.95
2702,119188.18
2703,111815.25
2704,144310.44
2705,126578.4
2706,120162.91
2707,121338.89
2708,138538.02
2709,109471.8
2710,125066.016
2711,285248.22
2712,350654.25
2713,169680.9
2714,149819.66
2715,176912.95
2716,149406.7
2717,190011.55
2718,215005.58
2719,150830.75
2720,162410.27
2721,139961.83
2722,152283.08
2723,147677.02
2724,129172.55
2725,128519.125
2726,146583.11
2727,179369.12
2728,172654.66
2729,160270.95
2730,146423.23
2731,118546.56
2732,130483.73
2733,154447.95
2734,158018.61
2735,135639.45
2736,149355.7
2737,124639.44
2738,128396.766
2739,161624.88
2740,140877.69
2741,151147.4
2742,164651.05
2743,140673.61
2744,150537.38
2745,143064.61
2746,138195.19
2747,139387.12
2748,124605.58
2749,121196.25
2750,132276.1
2751,126138.305
2752,188999.89
2753,152646.14
2754,270087.56
2755,138579.22
2756,92817.34
2757,48431.934
2758,87103.43
2759,157193.14
2760,117154.11
2761,145483.05
2762,145952.36
2763,184000.9
2764,130066.81
2765,293328.9
2766,133293.95
2767,93978.266
2768,127295.88
2769,133010.52
2770,138643.78
2771,116713.7
2772,110037.31
2773,165369.03
2774,138118.9
2775,121440.24
2776,136705.77
2777,147070.28
2778,96893.33
2779,116718.43
2780,89393.69
2781,101565.664
2782,93193.75
2783,103965.47
2784,125245.125
2785,130067.52
2786,68568.484
2787,121270.6
2788,73453.79
2789,179165.69
2790,103278.34
2791,114708.836
2792,37849.35
2793,178447.23
2794,110090.06
2795,117621.35
2796,106421.305
2797,214406.95
2798,107202.71
2799,122061.82
2800,56771.555
2801,110154.01
2802,137949.44
2803,171586.52
2804,133693.94
2805,92810.95
2806,74006.04
2807,155898.66
2808,147206.55
2809,142575.05
2810,132322.56
2811,155014.48
2812,150354.23
2813,157343.22
2814,165506.78
2815,104911.67
2816,249680.12
2817,159834.2
2818,134030.12
2819,139213.98
2820,144916.2
2821,111561.766
2822,197086.53
2823,363477.88
2824,190984.22
2825,130855.055
2826,127497.13
2827,129407.23
2828,199402.58
2829,177459.03
2830,216405.5
2831,174741.62
2832,223549.5
2833,312201.44
2834,220984.98
2835,241231.44
2836,193729.62
2837,152252.89
2838,156422.3
2839,176767.66
2840,205695.3
2841,209623.52
2842,212963.38
2843,152852.69
2844,163394.72
2845,119688.266
2846,221193.64
2847,205146.0
2848,206820.33
2849,202666.12
2850,271336.1
2851,231676.98
2852,225372.42
2853,232054.67
2854,140747.38
2855,189048.44
2856,195435.95
2857,186984.67
2858,176192.97
2859,131949.47
2860,126673.96
2861,124549.92
2862,186590.2
2863,133752.34
2864,233431.08
2865,149053.28
2866,131527.81
2867,102104.69
2868,101860.97
2869,115909.33
2870,134300.08
2871,82599.15
2872,47901.03
2873,95737.336
2874,130918.94
2875,118397.75
2876,158284.19
2877,138499.86
2878,165910.66
2879,128555.22
2880,97865.016
2881,155827.17
2882,182907.77
2883,198882.2
2884,205150.14
2885,189938.78
2886,234624.69
2887,85064.09
2888,138451.61
2889,56796.07
2890,75819.64
2891,140342.38
2892,36203.35
2893,80664.3
2894,40484.324
2895,333357.12
2896,277004.8
2897,229359.89
2898,145259.06
2899,218343.22
2900,175210.19
2901,247647.23
2902,175115.02
2903,299036.97
2904,325281.2
2905,94259.1
2906,199746.4
2907,106876.43
2908,129521.36
2909,142253.69
2910,82643.02
2911,80405.16
2912,150855.25
2913,71820.21
2914,75151.28
2915,82509.47
2916,75052.25
2917,180861.84
2918,115105.164
2919,219152.86
